01/11/15    03:04:55,9 days 02:10:00,18.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.8C
01/11/15    02:59:54,9 days 02:05:00,18.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.8C
01/11/15    02:54:53,9 days 02:00:00,18.5V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.7C
01/11/15    02:49:51,9 days 01:54:59,18.5V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.7C
01/11/15    02:44:50,9 days 01:50:00,18.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.7C
01/11/15    02:39:49,9 days 01:45:00,18.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.6C
01/11/15    02:34:48,9 days 01:40:00,18.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.6C
01/11/15    02:29:46,9 days 01:35:00,18.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.6C
01/11/15    02:24:45,9 days 01:30:00,18.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.5C
01/11/15    02:19:43,9 days 01:24:59,18.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.5C
01/11/15    02:14:42,9 days 01:19:59,17.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.5C
01/11/15    02:09:41,9 days 01:15:00,17.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.5C
01/11/15    02:04:40,9 days 01:10:00,17.5V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.5C
