"Variable 1","Variable 2","Type","Method","Correlation","abs_corr"
"pv_before","mant_difficulty","Categorical–Categorical","Cramér’s V","0.2884240035036984","0.2884240035036984"
"monthly_income","light_bulb_1_time","Numerical–Numerical","Pearson","0.288198434795407","0.288198434795407"
"radio_morning","inst_difficulty","Categorical–Categorical","Cramér’s V","0.2880104164782934","0.2880104164782934"
"phone_3_time","radio_night","Numerical–Categorical","Correlation ratio (η)","0.287767348904912","0.287767348904912"
"cooking_gas","radio_night","Categorical–Categorical","Cramér’s V","0.2869156702793555","0.2869156702793555"
"light_bulb_1_time","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.28640083434607777","0.28640083434607777"
"sleep_time_before","rooms","Numerical–Numerical","Pearson","0.2863117988849131","0.2863117988849131"
"fam_members","wakeup_time_after","Numerical–Numerical","Pearson","-0.2860387564114343","0.2860387564114343"
"adults_18_59","water_source","Numerical–Categorical","Correlation ratio (η)","0.2859098936890592","0.2859098936890592"
"cooking_rustic","light_1_morning","Categorical–Categorical","Cramér’s V","0.28571428571428575","0.28571428571428575"
"cooking_improved","light_1_morning","Categorical–Categorical","Cramér’s V","0.28571428571428575","0.28571428571428575"
"fam_members","monthly_exp_illum_before","Numerical–Numerical","Pearson","0.28569615662445336","0.28569615662445336"
"children_5_17","other_illum","Numerical–Categorical","Correlation ratio (η)","0.2856831944107606","0.2856831944107606"
"monthly_exp_illum_before","quality","Numerical–Categorical","Correlation ratio (η)","0.28528277259426393","0.28528277259426393"
"monthly_income","water_source","Numerical–Categorical","Correlation ratio (η)","0.2849796321909101","0.2849796321909101"
"light_bulbs","quality","Numerical–Categorical","Correlation ratio (η)","0.28440477483573845","0.28440477483573845"
"pv_before","cooking_freq","Categorical–Categorical","Cramér’s V","0.28439571837656885","0.28439571837656885"
"phone_1_time","energy_saving_measures","Numerical–Categorical","Correlation ratio (η)","0.28397944182085","0.28397944182085"
"fam_members","winter_migration","Numerical–Categorical","Correlation ratio (η)","0.283792474491387","0.283792474491387"
"light_bulb_1_time","quality","Numerical–Categorical","Correlation ratio (η)","0.28368117538248316","0.28368117538248316"
"family_type","desired_app_phone","Categorical–Categorical","Cramér’s V","0.28284271247461906","0.28284271247461906"
"act_dl_agri","phone_3_time","Numerical–Numerical","Pearson","0.28235511231217136","0.28235511231217136"
"family_type","demand_satisfaction","Categorical–Categorical","Cramér’s V","0.28234198239567115","0.28234198239567115"
"radio_time","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.28215620162249755","0.28215620162249755"
"act_dl_agri","energy_saving_measures","Numerical–Categorical","Correlation ratio (η)","0.2820393191138177","0.2820393191138177"
"adults_18_59","migration","Numerical–Categorical","Correlation ratio (η)","0.28200556548782485","0.28200556548782485"
"occupation","illum_candles","Categorical–Categorical","Cramér’s V","0.28198716015810227","0.28198716015810227"
"adults_mas_60","desired_app_TV","Numerical–Categorical","Correlation ratio (η)","0.281430545729309","0.281430545729309"
"light_bulbs","cooking_fuel_biomass","Numerical–Categorical","Correlation ratio (η)","0.28132606079593847","0.28132606079593847"
"light_bulbs","cooking_improved","Numerical–Categorical","Correlation ratio (η)","0.2811699787375836","0.2811699787375836"
"light_bulbs","cooking_rustic","Numerical–Categorical","Correlation ratio (η)","0.2811699787375836","0.2811699787375836"
"fam_members","transport_motorcycle","Numerical–Categorical","Correlation ratio (η)","0.28104198940719105","0.28104198940719105"
"fam_members","radio_night","Numerical–Categorical","Correlation ratio (η)","0.280946562827622","0.280946562827622"
"fam_head_age","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.2807211653570454","0.2807211653570454"
"illum_candles","importance_allday","Categorical–Categorical","Cramér’s V","0.2806517986736687","0.2806517986736687"
"illum_candles","importance_night","Categorical–Categorical","Cramér’s V","0.2806517986736687","0.2806517986736687"
"radio_time","mant_capacity","Numerical–Categorical","Correlation ratio (η)","0.2804442203539553","0.2804442203539553"
"quality","mant_capacity","Categorical–Categorical","Cramér’s V","0.28037892616548077","0.28037892616548077"
"radios","desired_app_laptop","Numerical–Categorical","Correlation ratio (η)","0.28037336083580466","0.28037336083580466"
"adults_18_59","other_illum","Numerical–Categorical","Correlation ratio (η)","0.28016496566403604","0.28016496566403604"
"light_bulb_2_time","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.2799543442010141","0.2799543442010141"
"phone_3_time","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.2799526564692199","0.2799526564692199"
"light_bulb_2_time","food_pres_trofa","Numerical–Categorical","Correlation ratio (η)","0.27982327282652836","0.27982327282652836"
"illum_flashlight","mant_difficulty","Categorical–Categorical","Cramér’s V","0.27970288982202496","0.27970288982202496"
"phone_1_time","spring_migration","Numerical–Categorical","Correlation ratio (η)","0.2795794672554798","0.2795794672554798"
"act_agriculture","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.27863879929329965","0.27863879929329965"
"adults_mas_60","illum_candles","Numerical–Categorical","Correlation ratio (η)","0.2785563135043043","0.2785563135043043"
"children_5_17","mant_capacity","Numerical–Categorical","Correlation ratio (η)","0.2785221535292066","0.2785221535292066"
"phone_2_time","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.27832048339615617","0.27832048339615617"
"children_5_17","eco_support","Numerical–Categorical","Correlation ratio (η)","0.2780946267999327","0.2780946267999327"
"cooking_fuel_gas","mant_freq","Categorical–Categorical","Cramér’s V","0.2773574540847325","0.2773574540847325"
"fam_head_age","before_phone","Numerical–Categorical","Correlation ratio (η)","0.2772305494798203","0.2772305494798203"
"newly_acq_phone","newly_acq_radio","Categorical–Categorical","Cramér’s V","0.27714129714838526","0.27714129714838526"
"light_bulbs","mant_capacity","Numerical–Categorical","Correlation ratio (η)","0.27707748261473103","0.27707748261473103"
"children_5_17","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.27707403467139036","0.27707403467139036"
"winter_migration","accessibility","Categorical–Categorical","Cramér’s V","0.2768647744720607","0.2768647744720607"
"monthly_exp_illum_before","phone_2_time","Numerical–Numerical","Pearson","0.2766622673499453","0.2766622673499453"
"cooking_female","light_1_morning","Categorical–Categorical","Cramér’s V","0.27608012984501107","0.27608012984501107"
"cooking_male","light_1_morning","Categorical–Categorical","Cramér’s V","0.27608012984501096","0.27608012984501096"
"fam_members","phone_1_time","Numerical–Numerical","Pearson","0.2760246859409912","0.2760246859409912"
"other_app","demand_satisfaction","Numerical–Categorical","Correlation ratio (η)","0.2754465877087153","0.2754465877087153"
"wakeup_time_after","cooking_gas","Numerical–Categorical","Correlation ratio (η)","0.2751136758809629","0.2751136758809629"
"wakeup_time_after","before_radio","Numerical–Categorical","Correlation ratio (η)","0.27488532288822476","0.27488532288822476"
"phone_1_time","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.27479874519984837","0.27479874519984837"
"phone_2_time","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.2741905178251518","0.2741905178251518"
"monthly_exp_illum_before","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.2740953617428973","0.2740953617428973"
"light_bulb_1_time","illum_solarpv","Numerical–Categorical","Correlation ratio (η)","0.27408527126002485","0.27408527126002485"
"phone_2_time","water_source","Numerical–Categorical","Correlation ratio (η)","0.27393866492412083","0.27393866492412083"
"act_agriculture","light_1_night","Numerical–Categorical","Correlation ratio (η)","0.2734126177695461","0.2734126177695461"
"monthly_income","illum_flashlight","Numerical–Categorical","Correlation ratio (η)","0.27337777460006285","0.27337777460006285"
"cooking_time_min_d","light_bulb_1_time","Numerical–Numerical","Pearson","0.27275604970303874","0.27275604970303874"
"cooking_freq","tech_problems_USB","Categorical–Categorical","Cramér’s V","0.27273524838393426","0.27273524838393426"
"radio_time","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.27196037256570244","0.27196037256570244"
"illum_candles","accessibility","Categorical–Categorical","Cramér’s V","0.2711234709646815","0.2711234709646815"
"fam_head_age","transport_motorcycle","Numerical–Categorical","Correlation ratio (η)","0.2707363314906861","0.2707363314906861"
"monthly_income","cooking_female","Numerical–Categorical","Correlation ratio (η)","0.2697971238797604","0.2697971238797604"
"monthly_income","cooking_male","Numerical–Categorical","Correlation ratio (η)","0.2697971238797604","0.2697971238797604"
"act_dl_agri","transport_motorcycle","Numerical–Categorical","Correlation ratio (η)","0.2695777700653668","0.2695777700653668"
"light_1_morning","mant_difficulty","Categorical–Categorical","Cramér’s V","0.2688461346340881","0.2688461346340881"
"children_in_school","illum_flashlight","Categorical–Categorical","Cramér’s V","0.2688240413400775","0.2688240413400775"
"winter_migration","newly_acq_phone","Categorical–Categorical","Cramér’s V","0.2686095184454015","0.2686095184454015"
"mat_floor","radio_morning","Categorical–Categorical","Cramér’s V","0.2683281572999748","0.2683281572999748"
"light_bulbs","community","Numerical–Categorical","Correlation ratio (η)","0.2682180610437005","0.2682180610437005"
"monthly_exp_illum_before","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.2681552115080186","0.2681552115080186"
"fam_members","migration","Numerical–Categorical","Correlation ratio (η)","0.26760563380281693","0.26760563380281693"
"fam_members","before_phone","Numerical–Categorical","Correlation ratio (η)","0.26760563380281693","0.26760563380281693"
"fam_head_age","desired_app_TV","Numerical–Categorical","Correlation ratio (η)","0.2675735666943043","0.2675735666943043"
"mat_floor","tech_problems_LED","Categorical–Categorical","Cramér’s V","0.26750753949738176","0.26750753949738176"
"monthly_fuel_exp","food_pres_trofa","Numerical–Categorical","Correlation ratio (η)","0.26692017236499116","0.26692017236499116"
"act_dl_agri","phones","Numerical–Numerical","Pearson","0.26689274238468597","0.26689274238468597"
"monthly_income","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.2668191081010349","0.2668191081010349"
"cooking_time_min_d","radios","Numerical–Numerical","Pearson","0.26613692544201306","0.26613692544201306"
"fam_head_gender","mat_roof","Categorical–Categorical","Cramér’s V","0.2658131866442162","0.2658131866442162"
"adults_mas_60","phone_1_time","Numerical–Numerical","Pearson","0.2651294713457132","0.2651294713457132"
"monthly_fuel_exp","newly_acq_radio","Numerical–Categorical","Correlation ratio (η)","0.26506099983217324","0.26506099983217324"
"cooking_time_min_d","tech_problems_LED","Numerical–Categorical","Correlation ratio (η)","0.2647457201251005","0.2647457201251005"
"light_bulbs","accessibility","Numerical–Categorical","Correlation ratio (η)","0.2647212795316038","0.2647212795316038"
"monthly_exp_illum_before","radios","Numerical–Numerical","Pearson","0.2637632091941448","0.2637632091941448"
"wo_activity","Light_2_night","Numerical–Categorical","Correlation ratio (η)","0.2636438707907299","0.2636438707907299"
"monthly_fuel_exp","importance_allday","Numerical–Categorical","Correlation ratio (η)","0.26339290651601444","0.26339290651601444"
"monthly_fuel_exp","importance_night","Numerical–Categorical","Correlation ratio (η)","0.26339290651601444","0.26339290651601444"
"phone_2_time","other_illum","Numerical–Categorical","Correlation ratio (η)","0.2631696934264114","0.2631696934264114"
"adults_18_59","quality","Numerical–Categorical","Correlation ratio (η)","0.2629398064368778","0.2629398064368778"
"cooking_time_min_d","mat_floor","Numerical–Categorical","Correlation ratio (η)","0.2628756590549487","0.2628756590549487"
"children_0_5","community","Numerical–Categorical","Correlation ratio (η)","0.26263966158357477","0.26263966158357477"
"monthly_exp_illum_before","importance_allday","Numerical–Categorical","Correlation ratio (η)","0.2624643657927238","0.2624643657927238"
"monthly_exp_illum_before","importance_night","Numerical–Categorical","Correlation ratio (η)","0.2624643657927238","0.2624643657927238"
"children_5_17","desired_app_laptop","Numerical–Categorical","Correlation ratio (η)","0.2618330895652583","0.2618330895652583"
"illum_picolamp","accessibility","Categorical–Categorical","Cramér’s V","0.26181402531364073","0.26181402531364073"
"cooking_time_min_d","rooms","Numerical–Numerical","Pearson","-0.2615059684935445","0.2615059684935445"
"newly_acq_radio","demand_satisfaction","Categorical–Categorical","Cramér’s V","0.26086329652462015","0.26086329652462015"
"light_bulb_1_time","phone_1_time","Numerical–Numerical","Pearson","0.26078181615109325","0.26078181615109325"
"children_0_5","tech_problems_battery","Numerical–Categorical","Correlation ratio (η)","0.26076084691084955","0.26076084691084955"
"family_type","desired_app_TV","Categorical–Categorical","Cramér’s V","0.2605779149650186","0.2605779149650186"
"children_0_5","pv_before","Numerical–Categorical","Correlation ratio (η)","0.2604344196847293","0.2604344196847293"
"adults_18_59","cooking_metal","Numerical–Categorical","Correlation ratio (η)","0.26036989742126143","0.26036989742126143"
"phones","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.260202420257733","0.260202420257733"
"phone_1_time","mat_floor","Numerical–Categorical","Correlation ratio (η)","0.25995163797614734","0.25995163797614734"
"light_bulbs","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.25987085774844665","0.25987085774844665"
"fam_head_age","monthly_exp_illum_before","Numerical–Numerical","Pearson","-0.25951305049590767","0.25951305049590767"
"act_agriculture","summer_migration","Numerical–Categorical","Correlation ratio (η)","0.2592234568769542","0.2592234568769542"
"light_bulb_1_time","newly_acq_radio","Numerical–Categorical","Correlation ratio (η)","0.2587638055360849","0.2587638055360849"
"importance_night","accessibility","Categorical–Categorical","Cramér’s V","0.2584839806525121","0.2584839806525121"
"importance_allday","accessibility","Categorical–Categorical","Cramér’s V","0.2584839806525121","0.2584839806525121"
"sleep_time_before","before_radio","Numerical–Categorical","Correlation ratio (η)","0.25837444401220844","0.25837444401220844"
"act_agriculture","mant_capacity","Numerical–Categorical","Correlation ratio (η)","0.25833244734640554","0.25833244734640554"
"adults_18_59","monthly_income","Numerical–Numerical","Pearson","0.25802767969503637","0.25802767969503637"
"adults_18_59","cooking_fuel_gas","Numerical–Categorical","Correlation ratio (η)","0.2579828839656094","0.2579828839656094"
"sleep_time_before","community","Numerical–Categorical","Correlation ratio (η)","0.25744069008418974","0.25744069008418974"
"family_type","newly_acq_phone","Categorical–Categorical","Cramér’s V","0.2573556856970226","0.2573556856970226"
"monthly_exp_illum_before","phones","Numerical–Numerical","Pearson","0.25732133011927555","0.25732133011927555"
"act_agriculture","transport_motorcycle","Numerical–Categorical","Correlation ratio (η)","0.25730429405398697","0.25730429405398697"
"wakeup_time_after","children_in_school","Numerical–Categorical","Correlation ratio (η)","0.2572134159610823","0.2572134159610823"
"phone_2_time","illum_picolamp","Numerical–Categorical","Correlation ratio (η)","0.25665497501944845","0.25665497501944845"
"children_5_17","water_source","Numerical–Categorical","Correlation ratio (η)","0.25662497840854454","0.25662497840854454"
"children_0_5","illum_flashlight","Numerical–Categorical","Correlation ratio (η)","0.25659266022560695","0.25659266022560695"
"fam_head_age","illum_candles","Numerical–Categorical","Correlation ratio (η)","0.2565371129136009","0.2565371129136009"
"monthly_exp_illum_before","water_source","Numerical–Categorical","Correlation ratio (η)","0.2564869630614895","0.2564869630614895"
"monthly_exp_illum_before","cooking_metal","Numerical–Categorical","Correlation ratio (η)","0.2562394857711742","0.2562394857711742"
"mat_roof","desired_app_TV","Categorical–Categorical","Cramér’s V","0.2562126551061077","0.2562126551061077"
"other_app","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.2557603598042528","0.2557603598042528"
"sleep_time_after","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.25573772837476616","0.25573772837476616"
"family_type","cooking_metal","Categorical–Categorical","Cramér’s V","0.25544949882468304","0.25544949882468304"
"occupation","tech_problems_USB","Categorical–Categorical","Cramér’s V","0.2554366360734879","0.2554366360734879"
"newly_acq_phone","Light_2_night","Categorical–Categorical","Cramér’s V","0.2553050767257846","0.2553050767257846"
"illum_burner","light_1_night","Categorical–Categorical","Cramér’s V","0.2552863182854736","0.2552863182854736"
"monthly_income","illum_solarpv","Numerical–Categorical","Correlation ratio (η)","0.25512205317650277","0.25512205317650277"
"children_5_17","phones","Numerical–Numerical","Pearson","0.25508062469283566","0.25508062469283566"
"migration","quality","Categorical–Categorical","Cramér’s V","0.254935285906051","0.254935285906051"
"act_dl_agri","light_bulbs","Numerical–Numerical","Pearson","0.2545390652883712","0.2545390652883712"
"monthly_exp_illum_before","accessibility","Numerical–Categorical","Correlation ratio (η)","0.25432114047618387","0.25432114047618387"
"wakeup_time_after","cooking_female","Numerical–Categorical","Correlation ratio (η)","0.25385918160929544","0.25385918160929544"
"wakeup_time_after","cooking_male","Numerical–Categorical","Correlation ratio (η)","0.25385918160929544","0.25385918160929544"
"water_source","cooking_freq","Categorical–Categorical","Cramér’s V","0.25380415528775374","0.25380415528775374"
"children_0_5","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.25320261631192037","0.25320261631192037"
"light_bulb_2_time","water_source","Numerical–Categorical","Correlation ratio (η)","0.253092306801316","0.253092306801316"
"light_bulb_1_time","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.25284005385805525","0.25284005385805525"
"light_bulb_1_time","occupation","Numerical–Categorical","Correlation ratio (η)","0.25270010113458735","0.25270010113458735"
"monthly_exp_illum_before","before_radio","Numerical–Categorical","Correlation ratio (η)","0.2525005590439176","0.2525005590439176"
"transport_motorcycle","cooking_freq","Categorical–Categorical","Cramér’s V","0.2521682973218799","0.2521682973218799"
"newly_acq_phone","quality","Categorical–Categorical","Cramér’s V","0.25209701165804926","0.25209701165804926"
"radios","demand_satisfaction","Numerical–Categorical","Correlation ratio (η)","0.2518974952828382","0.2518974952828382"
"light_bulbs","light_bulb_2_time","Numerical–Numerical","Pearson","0.25157812550534464","0.25157812550534464"
"cooking_time_min_d","importance_night","Numerical–Categorical","Correlation ratio (η)","0.25145067584452613","0.25145067584452613"
"cooking_time_min_d","importance_allday","Numerical–Categorical","Correlation ratio (η)","0.25145067584452613","0.25145067584452613"
"wakeup_time_after","community","Numerical–Categorical","Correlation ratio (η)","0.25138746688758884","0.25138746688758884"
"adults_18_59","rooms","Numerical–Numerical","Pearson","0.2513177359525651","0.2513177359525651"
"illum_picolamp","radio_night","Categorical–Categorical","Cramér’s V","0.25120482625598456","0.25120482625598456"
"radios","summer_migration","Numerical–Categorical","Correlation ratio (η)","0.25119453369663747","0.25119453369663747"
"food_pres_trofa","quality","Categorical–Categorical","Cramér’s V","0.2511170878653258","0.2511170878653258"
"quality","accessibility","Categorical–Categorical","Cramér’s V","0.25075622251017426","0.25075622251017426"
"light_bulb_1_time","accessibility","Numerical–Categorical","Correlation ratio (η)","0.25066415926983143","0.25066415926983143"
"wakeup_time_after","before_phone","Numerical–Categorical","Correlation ratio (η)","0.2502393766453893","0.2502393766453893"
"monthly_income","monthly_exp_illum_before","Numerical–Numerical","Pearson","0.2498297568098228","0.2498297568098228"
"newly_acq_radio","mant_capacity","Categorical–Categorical","Cramér’s V","0.24982587427214628","0.24982587427214628"
"adults_mas_60","wakeup_time_after","Numerical–Numerical","Pearson","0.24969926685875063","0.24969926685875063"
"radios","tech_problems_LED","Numerical–Categorical","Correlation ratio (η)","0.2496150883013531","0.2496150883013531"
"radios","desired_app_radio","Numerical–Categorical","Correlation ratio (η)","0.2496150883013531","0.2496150883013531"
"other_app","mat_floor","Numerical–Categorical","Correlation ratio (η)","0.24958155293719658","0.24958155293719658"
"newly_acq_phone","demand_satisfaction","Categorical–Categorical","Cramér’s V","0.24935965622804282","0.24935965622804282"
"radio_time","occupation","Numerical–Categorical","Correlation ratio (η)","0.24923075454800728","0.24923075454800728"
"light_bulbs","illum_flashlight","Numerical–Categorical","Correlation ratio (η)","0.24905204481891288","0.24905204481891288"
"other_app","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.24886418452261083","0.24886418452261083"
"radio_time","before_radio","Numerical–Categorical","Correlation ratio (η)","0.24884183497605092","0.24884183497605092"
"phones","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.24824901891108986","0.24824901891108986"
"light_bulb_1_time","illum_picolamp","Numerical–Categorical","Correlation ratio (η)","0.2476944247848292","0.2476944247848292"
"children_5_17","phone_1_time","Numerical–Numerical","Pearson","0.24748121179295263","0.24748121179295263"
"children_in_school","light_1_morning","Categorical–Categorical","Cramér’s V","0.24739199147407506","0.24739199147407506"
"portability_shs","mant_capacity","Categorical–Categorical","Cramér’s V","0.24722212306862845","0.24722212306862845"
"illum_flashlight","illum_solarpv","Categorical–Categorical","Cramér’s V","0.2470475504140743","0.2470475504140743"
"phone_2_time","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.2466624080829391","0.2466624080829391"
"fam_members","phone_2_time","Numerical–Numerical","Pearson","0.2463891571688859","0.2463891571688859"
"before_radio","cooking_freq","Categorical–Categorical","Cramér’s V","0.24636784567921075","0.24636784567921075"
"light_bulbs","illum_solarpv","Numerical–Categorical","Correlation ratio (η)","0.24625205872649275","0.24625205872649275"
"light_1_night","accessibility","Categorical–Categorical","Cramér’s V","0.2457992951625368","0.2457992951625368"
"fam_members","pv_before","Numerical–Categorical","Correlation ratio (η)","0.24571416867758578","0.24571416867758578"
"children_5_17","light_3_night","Numerical–Categorical","Correlation ratio (η)","0.24570675749777843","0.24570675749777843"
"cooking_time_min_d","mant_capacity","Numerical–Categorical","Correlation ratio (η)","0.24549266431507666","0.24549266431507666"
"act_dl_agri","cooking_metal","Numerical–Categorical","Correlation ratio (η)","0.24541515019020654","0.24541515019020654"
"phone_1_time","migration","Numerical–Categorical","Correlation ratio (η)","0.24537676826317528","0.24537676826317528"
"children_0_5","demand_satisfaction","Numerical–Categorical","Correlation ratio (η)","0.24503967932652146","0.24503967932652146"
"act_dl_agri","cooking_fuel_gas","Numerical–Categorical","Correlation ratio (η)","0.24484740152170964","0.24484740152170964"
"wo_activity","fam_members","Numerical–Numerical","Pearson","0.24482882158217223","0.24482882158217223"
"monthly_income","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.24433445751360666","0.24433445751360666"
"light_bulbs","migration","Numerical–Categorical","Correlation ratio (η)","0.2442256561652219","0.2442256561652219"
"phone_3_time","community","Numerical–Categorical","Correlation ratio (η)","0.24404021954644453","0.24404021954644453"
"radio_night","accessibility","Categorical–Categorical","Cramér’s V","0.24374901076089228","0.24374901076089228"
"monthly_exp_illum_before","winter_migration","Numerical–Categorical","Correlation ratio (η)","0.24367065426630535","0.24367065426630535"
"Light_2_night","mant_difficulty","Categorical–Categorical","Cramér’s V","0.24353036272281772","0.24353036272281772"
"illum_candles","light_1_night","Categorical–Categorical","Cramér’s V","0.24336103947032406","0.24336103947032406"
"portability_shs","light_1_night","Categorical–Categorical","Cramér’s V","0.24315474166682768","0.24315474166682768"
"mant_difficulty","tech_problems_USB","Categorical–Categorical","Cramér’s V","0.24308158309207034","0.24308158309207034"
"monthly_income","tech_problems_battery","Numerical–Categorical","Correlation ratio (η)","0.24272273967916966","0.24272273967916966"
"light_bulb_1_time","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.24260213117308244","0.24260213117308244"
"community","quality","Categorical–Categorical","Cramér’s V","0.2418325101448583","0.2418325101448583"
"light_bulbs","newly_acq_radio","Numerical–Categorical","Correlation ratio (η)","0.24170062764905362","0.24170062764905362"
"monthly_fuel_exp","illum_burner","Numerical–Categorical","Correlation ratio (η)","0.24169371723624844","0.24169371723624844"
"adults_mas_60","wo_activity","Numerical–Numerical","Pearson","0.24147920349910937","0.24147920349910937"
"rooms","phone_2_time","Numerical–Numerical","Pearson","0.24127388933797286","0.24127388933797286"
"act_dl_agri","radio_morning","Numerical–Categorical","Correlation ratio (η)","0.24091435139150888","0.24091435139150888"
"monthly_income","winter_migration","Numerical–Categorical","Correlation ratio (η)","0.2408585584626958","0.2408585584626958"
"light_bulb_2_time","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.24065777521749385","0.24065777521749385"
"monthly_exp_illum_before","radio_night","Numerical–Categorical","Correlation ratio (η)","0.24054023699081895","0.24054023699081895"
"fam_members","community","Numerical–Categorical","Correlation ratio (η)","0.24053495624466809","0.24053495624466809"
"other_app","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.24050371113867786","0.24050371113867786"
"community","desired_app_fridge","Categorical–Categorical","Cramér’s V","0.24048520381366778","0.24048520381366778"
"monthly_fuel_exp","Light_2_night","Numerical–Categorical","Correlation ratio (η)","0.24043696158093186","0.24043696158093186"
"light_1_morning","tech_problems_radio","Categorical–Categorical","Cramér’s V","0.2403859087421528","0.2403859087421528"
"food_pres_trofa","cooking_freq","Categorical–Categorical","Cramér’s V","0.24036188169372802","0.24036188169372802"
"phone_2_time","transport_motorcycle","Numerical–Categorical","Correlation ratio (η)","0.24028479798141447","0.24028479798141447"
"fam_members","quality","Numerical–Categorical","Correlation ratio (η)","0.24020281885975006","0.24020281885975006"
"monthly_exp_illum_before","cooking_fuel_gas","Numerical–Categorical","Correlation ratio (η)","0.24006189671132883","0.24006189671132883"
"pv_before","inst_difficulty","Categorical–Categorical","Cramér’s V","0.2399275252890013","0.2399275252890013"
"illum_picolamp","inst_difficulty","Categorical–Categorical","Cramér’s V","0.2399275252890013","0.2399275252890013"
"adults_mas_60","other_illum","Numerical–Categorical","Correlation ratio (η)","0.239414370805816","0.239414370805816"
"rooms","desired_app_TV","Numerical–Categorical","Correlation ratio (η)","0.23871138301706207","0.23871138301706207"
"light_bulb_2_time","other_illum","Numerical–Categorical","Correlation ratio (η)","0.2386947165092965","0.2386947165092965"
"adults_18_59","illum_solarpv","Numerical–Categorical","Correlation ratio (η)","0.2385696087033996","0.2385696087033996"
"phone_2_time","demand_satisfaction","Numerical–Categorical","Correlation ratio (η)","0.23850332466739596","0.23850332466739596"
"wo_activity","water_source","Numerical–Categorical","Correlation ratio (η)","0.23848952365500067","0.23848952365500067"
"children_in_school","water_source","Categorical–Categorical","Cramér’s V","0.23813094970278262","0.23813094970278262"
"light_bulb_1_time","other_illum","Numerical–Categorical","Correlation ratio (η)","0.2381220804080876","0.2381220804080876"
"light_bulbs","importance_allday","Numerical–Categorical","Correlation ratio (η)","0.23804296930643642","0.23804296930643642"
"light_bulbs","importance_night","Numerical–Categorical","Correlation ratio (η)","0.23804296930643642","0.23804296930643642"
"fam_members","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.23785886392930874","0.23785886392930874"
"phone_1_time","before_radio","Numerical–Categorical","Correlation ratio (η)","0.23762626435984402","0.23762626435984402"
"migration","winter_migration","Categorical–Categorical","Cramér’s V","0.23748246171401677","0.23748246171401677"
"adults_mas_60","illum_picolamp","Numerical–Categorical","Correlation ratio (η)","0.23743474209417756","0.23743474209417756"
"adults_mas_60","pv_before","Numerical–Categorical","Correlation ratio (η)","0.23743474209417756","0.23743474209417756"
"fam_members","cooking_male","Numerical–Categorical","Correlation ratio (η)","0.2372791011489701","0.2372791011489701"
"fam_members","cooking_female","Numerical–Categorical","Correlation ratio (η)","0.2372791011489701","0.2372791011489701"
"light_bulbs","radios","Numerical–Numerical","Pearson","0.2372083604509045","0.2372083604509045"
"monthly_income","tech_problems_USB","Numerical–Categorical","Correlation ratio (η)","0.23704950432467892","0.23704950432467892"
"fam_members","phone_3_time","Numerical–Numerical","Pearson","0.23666478552594852","0.23666478552594852"
"radio_time","summer_migration","Numerical–Categorical","Correlation ratio (η)","0.2365340293056989","0.2365340293056989"
"fam_members","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.23635310077496882","0.23635310077496882"
"fam_head_gender","inst_difficulty","Categorical–Categorical","Cramér’s V","0.2362903348532569","0.2362903348532569"
"adults_mas_60","mat_wall","Numerical–Categorical","Correlation ratio (η)","0.23629027361792693","0.23629027361792693"
"sleep_time_before","desired_app_phone","Numerical–Categorical","Correlation ratio (η)","0.23629027361792665","0.23629027361792665"
"adults_mas_60","cooking_biomass","Numerical–Categorical","Correlation ratio (η)","0.23624573676452634","0.23624573676452634"
"adults_18_59","importance_allday","Numerical–Categorical","Correlation ratio (η)","0.2355575899957125","0.2355575899957125"
"adults_18_59","importance_night","Numerical–Categorical","Correlation ratio (η)","0.2355575899957125","0.2355575899957125"
