date,time,V1,V2,V3,I1,I2,I3,I4,O1,O2
04/27/2023,10:14:49,13.552,5.185,15.807,0,0,0.027,0.944,20.966,1.09
04/27/2023,10:24:49,13.552,5.185,15.752,0,0,0.027,0.971,20.856,1.128
04/27/2023,10:34:49,13.552,5.185,15.862,-0.001,0,0.027,0.998,20.702,1.2
04/27/2023,10:44:49,13.552,5.185,15.862,0,0,0.027,1.017,20.702,1.223
04/27/2023,10:54:49,13.607,5.185,16.236,0,0,0.028,0.995,20.647,1.255
04/27/2023,11:04:49,13.607,5.185,15.917,0,0,0.027,1.065,20.757,1.294
04/27/2023,11:14:49,13.651,5.185,16.071,0,0,0.027,1.111,20.856,1.323
04/27/2023,11:24:49,13.706,5.185,16.071,0,0,0.028,1.129,20.856,1.346
04/27/2023,11:34:49,13.706,5.185,16.071,0,0,0.027,1.113,20.702,1.362
04/27/2023,11:44:49,13.816,5.185,15.972,0,0,0.027,1.184,20.856,1.378
04/27/2023,11:54:49,13.981,5.185,17.468,-0.001,0,0.027,0.966,20.911,1.398
04/27/2023,12:04:49,14.135,5.185,19.998,-0.001,0,0.028,0.387,20.757,1.401
04/27/2023,12:14:49,14.135,5.185,20.427,0,0,0.028,0.187,20.757,1.37
04/27/2023,12:24:49,14.135,5.185,20.482,0,0,0.028,0.129,20.702,1.391
04/27/2023,12:34:49,14.135,5.185,20.328,-0.001,0,0.027,0.093,20.482,1.422
04/27/2023,12:44:49,14.135,5.185,19.888,-0.001,0,0.027,0.064,19.998,1.032
04/27/2023,12:54:49,14.135,5.185,20.482,-0.001,0,0.027,0.05,20.702,1.178
04/27/2023,13:04:49,14.135,5.185,20.372,0,0,0.027,0.044,20.427,1.356
04/27/2023,13:14:49,14.135,5.185,20.592,-0.001,0,0.028,0.041,20.647,1.303
04/27/2023,13:24:49,14.135,5.185,20.372,-0.001,0,0.027,0.04,20.537,1.323
04/27/2023,13:34:49,14.135,5.185,20.372,0,0,0.027,0.037,20.372,1.203
04/27/2023,13:44:49,14.135,5.185,20.273,0,0,0.027,0.036,20.328,1.039
04/27/2023,13:54:49,14.135,5.185,20.592,-0.001,0,0.028,0.035,20.856,1.159
04/27/2023,14:04:49,14.135,5.185,20.537,-0.001,0,0.027,0.034,20.702,1.21
04/27/2023,14:14:49,14.135,5.185,20.108,0,0,0.027,0.034,20.273,0.645
04/27/2023,14:24:49,14.135,5.185,20.757,0,0,0.027,0.033,20.801,1.157
04/27/2023,14:34:49,14.135,5.185,20.647,-0.001,0,0.027,0.032,20.647,1.09
04/27/2023,14:44:49,14.135,5.185,20.482,0,0,0.026,0.033,20.482,1.074
04/27/2023,14:54:49,14.135,5.185,20.592,0,0,0.027,0.032,20.702,1.025
04/27/2023,15:04:49,14.135,5.185,20.757,0,0,0.028,0.033,20.801,1.013
04/27/2023,15:14:49,14.135,5.185,20.757,-0.001,0,0.027,0.031,20.801,0.968
04/27/2023,15:24:49,14.135,5.185,20.801,-0.001,0,0.027,0.032,20.856,0.92
04/27/2023,15:34:49,14.135,5.185,20.757,0,0,0.028,0.033,20.856,0.877
04/27/2023,15:44:49,14.135,5.185,20.911,-0.001,0,0.027,0.031,20.966,0.834
04/27/2023,15:54:49,14.135,5.185,20.856,-0.001,0,0.027,0.032,20.966,0.785
04/27/2023,16:04:49,14.135,5.185,20.801,0,0,0.027,0.031,20.856,0.734
04/27/2023,16:14:49,14.135,5.185,20.856,0,0,0.026,0.032,20.911,0.679
04/27/2023,16:24:49,14.135,5.185,20.856,-0.001,0,0.027,0.032,20.966,0.622
04/27/2023,16:34:49,14.135,5.185,20.801,0,0,0.026,0.031,20.911,0.561
04/27/2023,16:44:49,14.135,5.185,20.856,-0.001,0,0.027,0.031,20.966,0.5
04/27/2023,16:54:49,14.135,5.185,20.801,-0.001,0,0.026,0.031,20.856,0.435
04/27/2023,17:04:49,14.135,5.185,20.702,0,0,0.027,0.032,20.856,0.366
04/27/2023,17:14:49,14.135,5.185,16.236,-0.001,0,0.027,0.032,18.711,0.07
04/27/2023,17:24:49,13.981,5.185,14.674,0,0,0.028,0.025,18.282,0.03
04/27/2023,17:34:49,13.816,5.185,14.41,-0.001,0,0.027,0.019,17.908,0.023
04/27/2023,17:44:49,13.607,5.185,14.839,0,0,0.026,0.009,16.775,0.014
04/27/2023,17:54:49,13.442,5.185,13.552,0.013,0.01,0.027,0.004,14.355,0.007
04/27/2023,18:04:49,13.123,5.185,9.625,0.163,0,0.027,0.002,8.657,0.003
04/27/2023,18:14:49,12.958,5.185,1.617,0.344,0,0.026,0,1.078,0
04/27/2023,18:24:49,12.958,5.185,0.165,0.391,0,0.026,0,0.11,0
04/27/2023,18:34:49,12.958,5.185,0,0.391,0,0.027,0,0,0
04/27/2023,18:44:49,12.958,5.185,0,0.391,0,0.027,0,0,0
04/27/2023,18:54:49,12.958,5.185,0,0.391,0,0.026,0,0,0
04/27/2023,19:04:49,12.903,5.185,0,0.391,0,0.026,0,0,0
04/27/2023,19:14:49,12.903,5.185,0,0.393,0,0.026,0,0,0
