time,V1,V2,V3,I1,I2,I3,I4,O1,O2
10:06:44,13.442,4.941,15.972,0,0.674,0.026,0.677,21.56,0.783
10:16:44,13.387,4.941,16.126,0,0.674,0.026,0.566,21.021,0.659
10:26:44,13.222,4.941,15.642,0,0.674,0.026,0.37,21.021,0.401
10:36:44,13.332,4.941,16.456,0,0.674,0.026,0.518,21.395,0.688
10:46:44,13.387,4.941,16.401,0,0.674,0.026,0.579,21.285,0.722
10:56:44,13.442,4.941,15.917,0,0.674,0.026,0.617,21.186,0.676
11:06:44,13.387,4.941,16.94,0,0.674,0.026,0.483,21.076,0.673
11:16:44,13.167,4.941,15.378,0,0.674,0.026,0.237,20.328,0.275
11:26:44,13.123,4.941,15.158,0,0.558,0.026,0.192,20.537,0.212
11:36:44,13.167,4.941,15.323,0,0.496,0.026,0.251,20.911,0.272
11:46:44,13.277,4.941,15.697,0,0.496,0.026,0.33,21.186,0.367
11:56:44,13.497,4.941,18.92,0,0.496,0.026,0.556,21.725,1.06
12:06:44,13.761,4.941,15.862,0,0.496,0.026,1.014,21.131,1.091
12:16:44,13.816,4.941,16.126,0,0.496,0.026,1.007,21.076,1.119
12:26:44,13.816,4.941,16.775,0,0.496,0.026,0.915,21.021,1.104
12:36:44,13.761,4.941,16.291,0,0.442,0.026,0.817,20.911,0.95
12:46:44,13.552,4.941,15.917,0,0.361,0.026,0.407,20.328,0.499
12:56:44,13.442,4.941,15.158,0,0.301,0.026,0.258,20.482,0.272
13:06:44,13.651,5.002,15.807,0,0.141,0.026,0.518,21.186,0.59
13:16:44,13.926,5.002,16.346,0,0.045,0.026,0.94,21.395,1.012
13:26:44,13.926,5.002,16.181,0,0.045,0.026,0.973,21.131,1.094
13:36:44,13.926,5.002,15.972,0,0.047,0.026,0.957,20.966,1.081
13:46:44,13.761,5.002,15.807,0,0.046,0.026,0.681,20.702,0.755
13:56:44,13.871,5.002,16.456,0,0.047,0.026,0.856,21.241,0.983
14:06:44,13.871,5.002,15.972,0,0.045,0.026,0.858,21.021,0.943
14:16:44,13.871,5.002,16.071,0,0.046,0.026,0.852,21.076,0.962
14:26:44,13.871,5.002,16.071,0,0.046,0.026,0.823,21.076,0.923
14:36:44,13.871,5.002,15.917,0,0.045,0.026,0.813,21.021,0.895
14:46:44,13.871,5.002,15.972,0,0.045,0.026,0.768,20.966,0.868
14:56:44,13.871,5.002,16.027,0,0.046,0.026,0.74,21.021,0.829
15:06:44,13.871,5.002,15.972,0,0.046,0.026,0.725,21.076,0.798
15:16:44,13.871,5.002,16.071,0,0.045,0.026,0.651,20.966,0.71
15:26:44,13.651,5.002,15.488,0,0.045,0.026,0.352,20.647,0.374
15:36:44,13.871,5.002,16.291,0,0.045,0.026,0.583,21.505,0.638
15:46:44,13.816,5.002,16.346,0,0.045,0.026,0.493,21.395,0.554
15:56:44,13.816,5.002,16.027,0,0.045,0.026,0.43,21.34,0.475
16:06:44,13.761,5.002,15.807,0,0.046,0.026,0.36,21.186,0.398
16:16:44,13.706,5.002,15.917,0,0.047,0.026,0.286,21.131,0.323
16:26:44,13.651,5.002,15.697,0,0.045,0.026,0.225,21.076,0.25
16:36:44,13.552,5.002,15.642,0,0.045,0.026,0.163,21.021,0.182
16:46:44,13.497,5.002,15.378,0,0.045,0.027,0.108,20.801,0.121
16:56:44,13.387,5.002,14.949,0,0.044,0.026,0.06,20.537,0.072
17:06:44,13.332,5.002,14.355,0,0.045,0.026,0.032,19.25,0.038
17:16:44,13.277,5.002,13.926,0,0.049,0.027,0.017,17.204,0.021
17:26:44,13.277,5.002,13.816,0,0.044,0.026,0.011,16.401,0.015
17:36:44,13.277,5.002,13.222,0,0.046,0.026,0.004,14.245,0.008
17:46:44,13.222,5.002,11.132,0,0.045,0.026,0.003,10.538,0.004
17:56:44,13.222,5.002,3.388,0,0.046,0.027,0,2.42,0.001
18:06:44,13.068,5.002,0.319,0.228,0.046,0.026,0,0.264,0
